patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US7061483	Methods for computing barycentric coordinates generalized to irregular n-gons and applications of the same	California Institute of Technology 	2002-02-07	2006-06-13	2006-06-13
US7068844	METHOD AND SYSTEM FOR IMAGE PROCESSING FOR AUTOMATIC ROAD SIGN RECOGNITION	University of Connecticut	2001-11-15	2006-06-27	2006-06-27
US7075209	COMPLIANT BISTABLE MICROMECHANISM	Brigham Young University	2001-07-18	2006-07-11	2006-07-11
US7076516	EFFICIENT METHOD OF IDENTIFYING NON-SOLUTION OR NON-OPTIMAL REGIONS OF THE DOMAIN OF A FUNCTION	California Institute of Technology 	2001-09-18	2006-07-11	2006-07-11
US7077979	RED PHOSPHORS FOR SOLID STATE LIGHTING	University of California	2003-10-10	2006-07-18	2006-07-18
US7078261	INCREASED MOBILITY FROM ORGANIC SEMICONDUCTING POLYMERS FIELD-EFFECT TRANSISTORS	University of California	2002-12-16	2006-07-18	2006-07-18
US7079535	Method and apparatus for real-time fault-tolerant multicasts in computer networks	University of California	2001-07-27	2006-07-18	2006-07-18
US7085348	LEAF SEQUENCING METHOD AND SYSTEM	University of Florida Research Foundation Inc	2003-12-15	2006-08-01	2006-08-01
US7089443	MULTIPLE CLOCK DOMAIN MICROPROCESSOR	University of Rochester	2004-01-23	2006-08-08	2006-08-08
US7089477	INTERLEAVED SERIAL CONCATENATION FORMING TURBO-LIKE CODES	California Institute of Technology 	2000-08-18	2006-08-08	2006-08-08
US7094929	WATER-SOLUBLE DISTRYLBENZENE CHROMPHORES FOR APPLICATIONS IN OPTOELECTRONIC TECHNOLOGIES	University of California	2004-03-15	2006-08-22	2006-08-22
US7095540	OPTICAL SECURITY SYSTEM USING FOURIER PLANE ENCODING	University of Connecticut	2000-01-28	2006-08-22	2006-08-22
US7098916	Connectivity encoding and decoding of polygon meshes	California Institute of Technology 	2002-09-19	2006-08-29	2006-08-29
US7099517	CODEBOOK SEARCH METHODS	University of Strathclyde	2001-01-31	2006-08-29	2006-08-29
US7103056	Scheduling the dispatch of cells in multistage switches using a hierarchical arbitration scheme for matching non-empty virtual output queues of a module with outgoing links of the module	New York University Polytechnic Institute	2001-06-01	2006-09-05	2006-09-05
US7107434	SYSTEM, METHOD AND APPARATUS FOR ALLOCATING HARDWARE RESOURCES USING PSEUDORANDOM SEQUENCES 	University of Texas System	2000-12-19	2006-09-12	2006-09-12
US7117045	COMBINED PROPORTIONAL PLUS INTEGRAL (PI) AND NEURAL NETWORK (NN) CONTROLLER 	Colorado State University Research Foundation	2002-09-09	2006-10-03	2006-10-03
US7117488	Safe computer code formats and methods for generating safe computer code	University of California	2001-10-31	2006-10-03	2006-10-03
US7122642	METHOD FOR PRODUCING CRYSTAL POLYMORPHS AND CRYSTAL POLYMORPHS PRODUCED THEREBY	New York University Polytechnic Institute	2002-01-24	2006-10-17	2006-10-17
US7126446	SELF-RETRACTING FULLY COMPLIANT BISTABLE MICROMECHANISM	Brigham Young University	2002-06-14	2006-10-24	2006-10-24
US7130764	Robust DSP integrator for accelerometer signals	University of Akron	2004-04-05	2006-10-31	2006-10-31
US7152083	JERK LIMITED TIME DELAY FILTER 	Research Foundation of State University of New York	2003-09-11	2006-12-19	2006-12-19
US7162632	EFFICIENT OPTICAL NETWORK DESIGN USING MULTI-GRANULAR OPTICAL CROSS-CONNECTS WITH WAVELENGTH BAND SWITCHING 	Research Foundation of State University of New York	2003-09-19	2007-01-09	2007-01-09
US7173931	Scheduling the dispatch of cells in multistage switches	New York University Polytechnic Institute	2001-05-08	2007-02-06	2007-02-06
US7177026	BRDF analyzer	New York University	2003-09-19	2007-02-13	2007-02-13
US7190461	Method and apparatus for determining a bidirectional reflectance distribution function, subsurface scattering or a bidirectional texture function of a subject	New York University	2004-06-01	2007-03-13	2007-03-13
US7194741	WEIGHTED FAIR QUEUING SCHEDULER	University of British Columbia,Beckett Mining LLC	2002-06-10	2007-03-20	2007-03-20
US7199443	INTEGRATION OF FILTERS USING ON-CHIP TRANSFORMERS FOR RF AND WIRELESS APPLICATIONS 	Arizona State University	2003-02-21	2007-04-03	2007-04-03
US7203202	Arbitration using dual round robin matching with exhaustive service of winning virtual output queue	New York University Polytechnic Institute	2002-10-31	2007-04-10	2007-04-10
US7212160	Locating an object of interest using back tracked-rays derived from multipath signals	New York University Polytechnic Institute	2004-02-17	2007-05-01	2007-05-01
US7212495	Signaling for reserving a communications path	New York University Polytechnic Institute	2002-02-21	2007-05-01	2007-05-01
US7212630	METHOD AND APPARATUS FOR ENCRYPTION USING PARTIAL INFORMATION	University of Connecticut	2002-12-13	2007-05-01	2007-05-01
US7215281	WIRELESS NETWORK ASSISTED GPS SYSTEM	New Jersey Institute of Technology	2004-04-20	2007-05-08	2007-05-08
US7219249	System and method for reducing power requirements of microprocessors through dynamic allocation of datapath resources	Research Foundation of State University of New York	2003-12-03	2007-05-15	2007-05-15
US7220369	RED PHOSPHORS FOR SOLID STATE LIGHTING	University of California	2006-02-08	2007-05-22	2007-05-22
US7221760	INFORMATION SECURITY USING DIGITAL HOLOGRAPHY	University of Connecticut	2001-03-30	2007-05-22	2007-05-22
US7224463	RESOLVING QUADRATURE FRINGES OF INTERFEROMETER SIGNALS IN REAL TIME	University of California	2005-01-05	2007-05-29	2007-05-29
US7226663	Method for synthesizing nanoscale structures in defined locations	Portland State University	2003-07-31	2007-06-05	2007-06-05
US7230974	METHODS AND APPARATUS FOR SYNCHRONIZING AND/OR DETERMINING THE LOCATION OF NODES	New York University Polytechnic Institute	2000-05-18	2007-06-12	2007-06-12
US7236640	FIXED, VARIABLE AND ADAPTIVE BIT RATE DATA SOURCE ENCODING (COMPRESSION) METHOD	University of California	2001-08-17	2007-06-26	2007-06-26
US7239293	Autostereoscopic display	New York University	2001-07-20	2007-07-03	2007-07-03
US7239717	LOSSLESS EMBEDDING OF DATA IN DIGITAL OBJECTS	Research Foundation of State University of New York	2005-12-02	2007-07-03	2007-07-03
US7239871	Wireless communication of context sensitive content, systems methods and computer program product	University of Georgia Research Foundation Inc (UGARF)	2005-08-29	2007-07-03	2007-07-03
US7243294	SERIAL TURBO TRELLIS CODED MODULATION USING SERIALLY CONCATENATED CODER	California Institute of Technology 	2001-01-11	2007-07-10	2007-07-10
US7256716	DATA ENCODING AND DECODING USING SLEPIAN-WOLF CODED NESTED QUANTIZATION TO ACHIEVE WYNER-ZIV CODING	Texas A&M University System	2005-03-01	2007-08-14	2007-08-14
US7263258	PROGRAMMABLE GRATING DEVICE	Brown University Research Foundation Inc	2004-09-24	2007-08-28	2007-08-28
US7277546	Methods and apparatus for multi-level dynamic security system	New Jersey Institute of Technology	2004-04-09	2007-10-02	2007-10-02
US7279980	NON-UNIFORM DISTRIBUTED MULTI-STAGE CIRCUITS	University of California	2005-04-28	2007-10-09	2007-10-09
US7280332	ON-CHIP ESD PROTECTION CIRCUIT FOR COMPOUND SEMICONDUCTOR HETEROJUNCTION BIPOLAR TRANSISTOR RF CIRCUITS	University of California	2003-01-16	2007-10-09	2007-10-09
US7284186	PARITY CHECK OUTER CODE AND RUNLENGTH CONSTRAINED OUTER CODE USABLE WITH PARITY BITS	University of California	2004-06-07	2007-10-16	2007-10-16
US7286514	METHOD FOR PHASE NOISE SUPPRESSION FOR OFDM BASED WLANS	New Jersey Institute of Technology	2003-12-08	2007-10-23	2007-10-23
US7292654	REDUCED COMPLEXITY CODING SYSTEM USING ITERATIVE DECODING	California Institute of Technology 	2006-08-31	2007-11-06	2007-11-06
US7295137	DATA ENCODING AND DECODING USING SLEPIAN-WOLF CODED NESTED QUANTIZATION TO ACHIEVE WYNER-ZIV CODING 	Texas A&M University System	2005-03-22	2007-11-13	2007-11-13
US7315303	HYBRID MESHES	California Institute of Technology ,Lucent Technologies Inc	2004-10-28	2008-01-01	2008-01-01
US7330090	Zeroeth-order resonator	University of California	2005-03-28	2008-02-12	2008-02-12
US7330457	Cooperative Wireless Communications	New York University Polytechnic Institute	2005-10-07	2008-02-12	2008-02-12
US7333571	REDUCED COMPLEXITY CODING SYSTEM USING ITERATIVE DECODING	California Institute of Technology 	2002-04-23	2008-02-19	2008-02-19
US7337107	PERCEPTUAL HARMONIC CEPSTRAL COEFFICIENTS AS THE FRONT END FOR SPEECH RECOGNITION	University of California	2001-10-02	2008-02-26	2008-02-26
US7356158	METHODS AND APPARATUS FOR LOSSLESS DATA HIDING	New Jersey Institute of Technology	2003-12-16	2008-04-08	2008-04-08
US7356224	METHOD AND APPARATUS FOR DETECTING MULTIPLE OPTICAL WAVELENGTHS	Brown University Research Foundation Inc	2003-06-27	2008-04-08	2008-04-08
US7362709	Agile digital communication network with rapid rerouting	Arizona State University	2002-11-04	2008-04-22	2008-04-22
US7365699	INDEPENDENTLY CENTER-FED DIPOLE ARRAY	New Jersey Institute of Technology	2005-05-17	2008-04-29	2008-04-29
US7370183	Branch predictor comprising a split branch history shift register	University of Texas System	2004-04-12	2008-05-06	2008-05-06
US7376202	OFDM PEAK-TO-AVERAGE POWER RATIO REDUCTION BY COMBINED SYMBOL ROTATION AND INVERSION WITH LIMITED COMPLEXITY	New Jersey Institute of Technology	2004-11-16	2008-05-20	2008-05-20
US7380105	Prediction based instruction steering to wide or narrow integer cluster and narrow address generation 	University of California	2006-06-16	2008-05-27	2008-05-27
US7391288	Zeroeth-order resonator	University of California	2007-04-18	2008-06-24	2008-06-24
US7391918	FIXED, VARIABLE AND ADAPTIVE BIT RATE DATA SOURCE ENCODING (COMPRESSION) METHOD	University of California	2007-05-16	2008-06-24	2008-06-24
US7408752	ON-CHIP ESD PROTECTION CIRCUIT FOR COMPOUND SEMICONDUCTOR HETEROJUNCTION BIPOLAR TRANSISTOR RF CIRCUITS	University of California	2007-05-30	2008-08-05	2008-08-05
US7414549	WYNER-ZIV CODING BASED ON TCQ AND LDPC CODES	Texas A&M University System	2006-08-04	2008-08-19	2008-08-19
US7415155	METHODS AND APPARATUS FOR REVERSIBLE DATA HIDING THROUGH HISTOGRAM MODIFICATION	New Jersey Institute of Technology	2004-04-12	2008-08-19	2008-08-19
US7420484	DATA ENCODING AND DECODING USING SLEPIAN-WOLF CODED NESTED QUANTIZATION TO ACHIEVE WYNER-ZIV CODING	Texas A&M University System	2007-10-08	2008-09-02	2008-09-02
US7421158	HOLOGRAPHICALLY DEFINED SURFACE MASK ETCHING METHOD AND ETCHED OPTICAL STRUCTURES	University of California	2003-07-18	2008-09-02	2008-09-02
US7428099	OPTICAL SECURITY SYSTEM USING FOURIER PLANE ENCODING	University of Connecticut	2006-06-14	2008-09-23	2008-09-23
US7437010	METHOD FOR IMAGING CODING BY RATE-DISTORTION ADAPTIVE ZERO-TREE-BASED RESIDUAL VECTOR QUANTIZATION AND SYSTEM FOR EFFECTING SAME	Utah State University	2006-09-01	2008-10-14	2008-10-14
US7440889	SENTENCE RECONSTRUCTION USING WORD AMBIGUITY RESOLUTION	Research Foundation of State University of New York	1999-04-06	2008-10-21	2008-10-21
US7446712	Composite right/left-handed transmission line based compact resonant antenna for RF module integration	University of California	2006-12-20	2008-11-04	2008-11-04
US7447312	METHOD AND APPARATUS FOR SECURE ULTRAFAST COMMUNICATIONS	University of Connecticut	2001-11-23	2008-11-04	2008-11-04
US7456670	DISTRIBUTED DELAY-LOCKED-BASED CLOCK AND DATA RECOVERY SYSTEMS	University of California	2006-05-11	2008-11-25	2008-11-25
US7457431	SYSTEM AND METHOD FOR ROBUST REVERSIBLE DATA HIDING AND DATA RECOVERY IN THE SPATIAL DOMAIN	New Jersey Institute of Technology	2004-12-03	2008-11-25	2008-11-25
US7460514	Adaptive media control	University of Massachusetts (UMass)	2006-07-25	2008-12-02	2008-12-02
US7464253	Tracking multiple dependent instructions with instruction queue pointer mapping table linked to a multiple wakeup table by a pointer 	University of California	2006-10-02	2008-12-09	2008-12-09
US7464319	Forward error correction with codeword cross-interleaving and key-based packet compression	Utah State University	2003-08-13	2008-12-09	2008-12-09
US7469152	METHOD AND APPARATUS FOR AN ADAPTIVE MULTIPLE-INPUT MULTIPLE-OUTPUT (MIMO) WIRELESS COMMUNICATIONS SYSTEM	University of California	2005-11-22	2008-12-23	2008-12-23
US7470954	FABRICATION METHOD FOR ARRANGING ULTRA-FINE PARTICLES	University of California	2005-11-14	2008-12-30	2008-12-30
US7471859	PROGRAMMABLE GRATING DEVICE AND METHOD	Brown University Research Foundation Inc	2007-08-15	2008-12-30	2008-12-30
US7478077	Method and System for Data Classification in the  Presence of a Temporal Non-Stationarity	New York University	2001-05-10	2009-01-13	2009-01-13
US7482893	Power combiners using meta-material composite right/left hand transmission line at infinite wavelength frequency	University of California	2007-05-03	2009-01-27	2009-01-27
US7483493	Combined frequency-time domain power adaptation for CDMA communication systems	New Jersey Institute of Technology	2005-03-10	2009-01-27	2009-01-27
US7484168	PARITY CHECK OUTER CODE AND RUNLENGTH CONSTRAINED OUTER CODE USABLE WITH PARITY BITS	University of California	2007-09-20	2009-01-27	2009-01-27
US7486641	MOBILITY MANAGEMENT IN WIRELESS INTERNET PROTOCOL NETWORKS	University of California	2005-05-05	2009-02-03	2009-02-03
US7489331	Method and apparatus for an autostereoscopic display having a lenticular lenslet array	New York University	2005-02-11	2009-02-10	2009-02-10
US7490220	MULTI-CLUSTER PROCESSING OPERATING ONLY SELECT NUMBER OF CLUSTERS DURING EACH PHASE BASED ON PROGRAM STATISTIC MONITORED AT PREDETERMINED INTERVALS	University of Rochester	2005-06-08	2009-02-10	2009-02-10
US7496210	SYSTEM AND METHOD FOR STEGANALYSIS	New Jersey Institute of Technology	2006-01-25	2009-02-24	2009-02-24
US7496257	METHOD AND APPARATUS FOR DETECTING MULTIPLE OPTICAL WAVELENGTHS	Brown University Research Foundation Inc	2008-01-09	2009-02-24	2009-02-24
US7508283	Composite right/left handed (CRLH) couplers	University of California	2005-03-28	2009-03-24	2009-03-24
US7510942	Molecular modifications of metal/dielectric interfaces	Arizona State University	2004-11-24	2009-03-31	2009-03-31
US7528754	Finite impulse response digital to analog converter	Arizona State University	2007-02-08	2009-05-05	2009-05-05
US7531835	INCREASED MOBILITY FROM ORGANIC SEMICONDUCTING POLYMERS FIELD EFFECT TRANSISTORS	University of California	2005-11-21	2009-05-12	2009-05-12
US7532158	WIRELESS NETWORK ASSISTED GPS SYSTEM	New Jersey Institute of Technology	2007-03-06	2009-05-12	2009-05-12
US7533294	FUNCTIONAL COVERAGE DRIVEN TEST GENERATION FOR VALIDATION OF PIPELINED PROCESSORS	University of California	2005-09-09	2009-05-12	2009-05-12
US7541976	SYSTEM AND/OR METHOD FOR SPEED ESTIMATION IN COMMUNICATION SYSTEMS	New Jersey Institute of Technology	2006-10-20	2009-06-02	2009-06-02
US7562243	SYSTEM AND METHOD FOR REDUCING POWER REQUIREMENTS OF MICROPROCESSORS THROUGH DYNAMIC ALLOCATION OF DATAPATH RESOURCES	Research Foundation of State University of New York	2007-05-14	2009-07-14	2009-07-14
US7567123	ADAPTIVE BIAS CURRENT CIRCUIT AND METHOD FOR AMPLIFIERS	University of California	2005-02-14	2009-07-28	2009-07-28
US7571302	DYNAMIC DATA DEPENDENCE TRACKING AND ITS APPLICATION TO BRANCH PREDICTION	University of Rochester	2005-02-04	2009-08-04	2009-08-04
US7572518	Articles comprising manganese doped barium titanate thin film compositions	North Carolina State University,E I Du Pont de Nemours and Co	2007-10-24	2009-08-11	2009-08-11
US7584095	REW PARAMETRIC VECTOR QUANTIZATION AND DUAL-PREDICTIVE SEW VECTOR QUANTIZATION FOR WAVEFORM INTERPOLATIVE CODING	University of California	2005-09-23	2009-09-01	2009-09-01
US7596595	EFFICIENT UNICAST-BASED MULTI-CAST TREE CONSTRUCTION AND MAINTENANCE FOR MULTIMEDIA TRANSMISSION	Utah State University	2003-06-18	2009-09-29	2009-09-29
US7599419	METHOD AND APPARATUS FOR USE OF SPACE TIME TRELLIS CODES BASED ON CHANNEL PHASE FEEDBACK	University of California	2006-01-12	2009-10-06	2009-10-06
US7601181	Methods of making thin film capacitors comprising a manganese doped barium titantate dielectric	North Carolina State University,E I Du Pont de Nemours and Co	2007-10-25	2009-10-13	2009-10-13
US7602317	DATA ENCODING AND DECODING USING SLEPIAN-WOLF CODED NESTED QUANTIZATION TO ACHIEVE WYNER-ZIV CODING	Texas A&M University System	2007-10-08	2009-10-13	2009-10-13
US7602982	METHOD FOR IMAGE CODING BY RATE-DISTORTION ADAPTIVE ZEROTREE-BASED RESIDUAL VECTOR QUANTIZATION AND SYSTEM FOR EFFECTING SAME	Utah State University		2009-10-13	2009-10-13
US7620096	EQUAL BER POWER CONTROL FOR UPLINK MC-CDMA WITH MMSE SUCCESSIVE INTERFERENCE CANCELLATION	New Jersey Institute of Technology		2009-11-17	2009-11-17
US7620424	METHOD AND APPARATUS FOR AN ADAPTIVE MULTIPLE-INPUT MULTIPLE-OUTPUT (MIMO) WIRELESS COMMUNICATIONS SYSTEM	University of California	2008-12-08	2009-11-17	2009-11-17
US7620493	System, method and apparatus for providing navigational assistance 	University of Texas System	2006-06-08	2009-11-17	2009-11-17
US7620734	System and Method for Distributing Foveated Data in a Network	New York University	2002-05-23	2009-11-17	2009-11-17
US7633887	On demand peer-to-peer video streaming with multiple description coding	New York University Polytechnic Institute		2009-12-15	2009-12-15
US7639739	TECHNIQUE TO ENABLE EFFICIENT ADAPTIVE STREAMING AND TRANSCODING OF VIDEO AND OTHER SIGNALS	University of California		2009-12-29	2009-12-29
US7643996	ENHANCED WAVEFORM INTERPOLATIVE CODER	University of California	1999-12-01	2010-01-05	2010-01-05
US7649479	DATA ENCODING AND DECODING USING SLEPIAN-WOLF CODED NESTED QUANTIZATION TO ACHIEVE WYNER-ZIV CODING	Texas A&M University System	2007-10-08	2010-01-19	2010-01-19
US7652979	Cognitive ultrawideband-orthogonal frequency division multiplexing	 University of South Florida		2010-01-26	2010-01-26
US7653867	MULTI-SOURCE DATA ENCODING, TRANSMISSION AND DECODING USING SLEPIAN-WOLF CODES BASED ON CHANNEL CODE PARTITIONING	Texas A&M University System		2010-01-26	2010-01-26
US7667555	Composite right/left handed (CRLH) branch-line couplers	University of California	2008-05-16	2010-02-23	2010-02-23
US7679102	Carbon passivation in solid-state light emitters	Group IV Semiconductor Inc,McMaster University		2010-03-16	2010-03-16
US7679416	HIGH SPEED CLOCK DISTRIBUTION TRANSMISSION LINE NETWORK	University of California	2005-05-23	2010-03-16	2010-03-16
US7684098	OPTICAL SECURITY SYSTEM USING FOURIER PLANE ENCODING	University of Connecticut		2010-03-23	2010-03-23
US7688905	Noise plus interference power estimation method for OFDM systems	 University of South Florida	2006-07-03	2010-03-30	2010-03-30
US7688984	ACTIVE NOISE CONTROL METHOD AND APPARATUS INCLUDING FEEDFORWARD AND FEEDBACK CONTROLLERS	University of California	2004-11-24	2010-03-30	2010-03-30
US7693235	REDUCED COMPLEXITY CODING SYSTEM USING ITERATIVE DECODING	California Institute of Technology 	2006-08-31	2010-04-06	2010-04-06
US7698267	SEARCHING DIGITAL INFORMATION AND DATA BASES	University of California	2005-08-29	2010-04-13	2010-04-13
US7706174	STATIC RANDOM ACCESS MEMORY	University of Bristol	2008-05-15	2010-04-27	2010-04-27
US7706566	SYSTEM AND METHOD FOR REVERSIBLE DATA HIDING BASED ON INTEGER WAVELET SPREAD SPECTRUM	New Jersey Institute of Technology	2005-02-28	2010-04-27	2010-04-27
US7712080	SYSTEMS AND METHODS FOR PARALLEL DISTRIBUTED PROGRAMMING	University of California	2004-05-21	2010-05-04	2010-05-04
US7720305	SYSTEM AND METHOD FOR ROBUST LOSSLESS DATA HIDING AND RECOVERING FROM THE INTEGER WAVELET REPRESENTATION	New Jersey Institute of Technology	2004-12-03	2010-05-18	2010-05-18
US7724916	SYSTEM AND METHOD FOR DATA HIDING USING INTER-WORD SPACE MODULATION	New Jersey Institute of Technology	2006-01-03	2010-05-25	2010-05-25
US7729434	System and method for improved channel estimation for wireless OFDM systems	 University of South Florida	2006-12-28	2010-06-01	2010-06-01
US7733937	System and method for cross-modulation interference reduction for pulse-position modulated ultrawideband signals	 University of South Florida	2007-01-02	2010-06-08	2010-06-08
US7738709	METHOD FOR IDENTIFYING MARKED CONTENT, SUCH AS BY USING A CLASS-WISE NON-PRINCIPAL COMPONENT APPROACH	New Jersey Institute of Technology	2006-05-05	2010-06-15	2010-06-15
US7756305	FAST 3D CYTOMETRY FOR INFORMATION IN TISSUE ENGINEERING	University of California		2010-07-13	2010-07-13
US7756700	PERCEPTUAL HARMONIC CEPSTRAL COEFFICIENTS AS THE FRONT END FOR SPEECH RECOGNITION	University of California		2010-07-13	2010-07-13
US7764454	EXCHANGE-BIAS BASED MULTI-STATE MAGNETIC MEMORY AND LOGIC DEVICES AND MAGNETICALLY STABILIZED MAGNETIC STORAGE	University of California	2005-07-13	2010-07-27	2010-07-27
US7770093	SERIAL TURBO TRELLIS CODED MODULATION USING SERIALLY CONCATENATED CODER	California Institute of Technology 		2010-08-03	2010-08-03
US7773355	ESD PROTECTION CIRCUITS FOR RF INPUT PINS	University of California	2006-09-19	2010-08-10	2010-08-10
US7778461	SYSTEM AND/OR METHOD FOR IMAGE TAMPER DETECTION	New Jersey Institute of Technology		2010-08-17	2010-08-17
US7779326	MULTI-SOURCE DATA ENCODING, TRANSMISSION AND DECODING USING SLEPIAN-WOLF CODES BASED ON CHANNEL CODE PARTITIONING	Texas A&M University System		2010-08-17	2010-08-17
US7782803	HALF-DUPLEX WIRELESS NETWORK SCHEDULING	University of California	2004-11-04	2010-08-24	2010-08-24
US7783074	APPARATUS AND METHOD FOR STEGANALYSIS	New Jersey Institute of Technology	2009-02-23	2010-08-24	2010-08-24
US7787652	LOSSLESS EMBEDDING OF DATA IN DIGITAL OBJECTS	Research Foundation of State University of New York	2007-07-03	2010-08-31	2010-08-31
US7792118	SWITCH MODULE MEMORY STRUCTURE AND PER-DESTINATION QUEUE FLOW CONTROL FOR USE IN A SWITCH	New York University Polytechnic Institute		2010-09-07	2010-09-07
US7793188	APPARATUS AND METHOD FOR IMPROVING RELIABILITY OF COLLECTED SENSOR DATA OVER A NETWORK	University of California	2005-03-23	2010-09-07	2010-09-07
US7796686	Adaptive Ultrawideband Receiver and Method of use	 University of South Florida		2010-09-14	2010-09-14
US7808913	Dynamic bandwidth allocation and service differentiation for broadband passive optical networks	New Jersey Institute of Technology	2006-04-17	2010-10-05	2010-10-05
US7808941	DYNAMIC ADAPTATION FOR WIRELESS COMMUNICATIONS WITH ENHANCED QUALITY OF SERVICE	University of California	2005-10-28	2010-10-05	2010-10-05
US7813092	ESD UNIT PROTECTION CELL FOR DISTRIBUTED AMPLIFIERS	University of California	2006-09-19	2010-10-12	2010-10-12
US7818318	Method and System for Data Classification in the Presence of a Temporal Non-Stationarity	New York University	2009-01-12	2010-10-19	2010-10-19
US7822223	METHOD FOR IDENTIFYING MARKED IMAGES USING STATISTICAL MOMENTS BASED AT LEAST IN PART ON A JPEG ARRAY	New Jersey Institute of Technology	2006-01-13	2010-10-26	2010-10-26
US7822231	Optical Flow Estimation Method	Queen Mary University of London	2004-07-01	2010-10-26	2010-10-26
US7826638	METHODS AND APPARATUS FOR LOSSLESS DATA HIDING	New Jersey Institute of Technology		2010-11-02	2010-11-02
US7830522	Method and apparatus for determining reflectance data of a subject	New York University	2007-02-12	2010-11-09	2010-11-09
US7843908	SCALABLE TWO-STAGE CLOS-NETWORKING SWITCH AND MODULE-FIRST MATCHING	New Jersey Institute of Technology	2008-06-06	2010-11-30	2010-11-30
US7848979	System, method, software arrangement and computer-accessible medium for incorporating qualitative and quantitative information into an economic model	New York University	2006-08-21	2010-12-07	2010-12-07
US7852829	Packet reassembly and deadlock avoidance for use in a packet switch	New York University Polytechnic Institute	2004-06-18	2010-12-14	2010-12-14
US7859803	VOLTAGE OVERLOAD PROTECTION CIRCUITS	University of California	2006-09-19	2010-12-28	2010-12-28
US7860179	Combined frequency-time domain power adaptation for CDMA communication systems	New Jersey Institute of Technology	2009-01-06	2010-12-28	2010-12-28
US7864959	METHODS AND APPARATUS FOR MULTI-LEVEL DYNAMIC SECURITY SYSTEM	New Jersey Institute of Technology	2007-10-01	2011-01-04	2011-01-04
US7865546	Method and Apparatus for Monitor and Notification in a Network	New York University	1998-01-26	2011-01-04	2011-01-04
US7873997	Deterministic packet marking	New Jersey Institute of Technology		2011-01-18	2011-01-18
US7882413	METHOD AND/OR SYSTEM FOR SPACE-TIME ENCODING AND/OR DECODING	New Jersey Institute of Technology		2011-02-01	2011-02-01
US7886283	PHANTOM SERIALIZING COMPILER AND METHOD OF OPERATION OF SAME	University of California		2011-02-08	2011-02-08
US7888263	CLADDED SILVER AND SILVER ALLOY METALLIZATION FOR IMPROVED ADHESION ELECTROMIGRATION RESISTANCE	University of Arizona	2008-09-25	2011-02-15	2011-02-15
US7894343	Packet sequence maintenance with load balancing, and head-of-line blocking avoidance in a switch	New York University Polytechnic Institute	2004-02-11	2011-02-22	2011-02-22
US7899925	SYSTEM AND METHOD FOR FAST, RELIABLE BYTE STREAM TRANSPORT	Research Foundation of State University of New York	2007-12-04	2011-03-01	2011-03-01
US7908654	Accomodating fragmentation with deterministic packet marking	New Jersey Institute of Technology		2011-03-15	2011-03-15
US7911386	Multi-band radiating elements with composite right/left-handed meta-material transmission line	University of California		2011-03-22	2011-03-22
US7917599	Distributed adaptive network memory engine	Research Foundation of State University of New York		2011-03-29	2011-03-29
US7925080	METHOD FOR IDENTIFYING MARKED IMAGES BASED AT LEAST IN PART ON FREQUENCY DOMAIN COEFFICIENT DIFFERENCES	New Jersey Institute of Technology		2011-04-12	2011-04-12
US7925711	Centralized adaptive network memory engine	Research Foundation of State University of New York		2011-04-12	2011-04-12
US7929563	SYSTEM AND/OR METHOD FOR CHANNEL ESTIMATION IN COMMUNICATION SYSTEMS	New Jersey Institute of Technology		2011-04-19	2011-04-19
US7940302	AN APPARATUS AND METHOD FOR PRIVACY PROTECTION OF DATA COLLECTION IN PERVASIVE ENVIRONMENTS	University of California		2011-05-10	2011-05-10
US7940989	APPARATUS AND METHOD FOR A GENERALIZED BENFORD'S LAW ANALYSIS OF DCT AND JPEG COEFFICIENTS	New Jersey Institute of Technology		2011-05-10	2011-05-10
US7948881	Distributed bandwidth allocation for resilient packet ring networks	New Jersey Institute of Technology		2011-05-24	2011-05-24
US7952526	Compact dual-band resonator using anisotropic metamaterial	University of California	2007-08-23	2011-05-31	2011-05-31
US7953174	RADIO TRANSMISSION FREQUENCY DIGITALSIGNAL GENERATION	University of California	2003-03-19	2011-05-31	2011-05-31
US7965674	Sub-segment based transport layer protocol for wireless medium	New Jersey Institute of Technology	2005-05-03	2011-06-21	2011-06-21
US7965729	Transferring data such as files	New York University Polytechnic Institute		2011-06-21	2011-06-21
US7969881	Providing proportionally fair bandwidth allocation in communication systems	New Jersey Institute of Technology	2006-11-28	2011-06-28	2011-06-28
US7974477	Apparatus and method for reversible data hiding for JPEG images	New Jersey Institute of Technology	2007-02-19	2011-07-05	2011-07-05
US7983144	CLIPPING DISTORTION CANCELLER FOR OFDM SIGNALS	New Jersey Institute of Technology		2011-07-19	2011-07-19
US7983233	APPARATUS FOR PHASE NOISE SUPPRESSION FOR OFDM BASED WLANS	New Jersey Institute of Technology		2011-07-19	2011-07-19
US7986637	On demand peer-to-peer video streaming with multiple description coding	New York University Polytechnic Institute		2011-07-26	2011-07-26
US7986691	Maintaining packet sequence using cell flow control	New York University Polytechnic Institute	2010-03-12	2011-07-26	2011-07-26
US7988055	UNCONTROLLED PASSIVE RADIO FREQUENCY IDENTIFICATION TAG AND SYSTEM WITH 3-D POSITIONING	Wright State University		2011-08-02	2011-08-02
US7990328	CONDUCTOR HAVING TWO FREQUENCY-SELECTIVE SURFACES	University of Texas System		2011-08-02	2011-08-02
